RANK,AZIENDA,TASSO DI CRESCITA,RICAVI 2018,RICAVI 2021,SETTORE,REGIONE,PRESENZE,SITO WEB
253,Panificio Battacone S.r.l.,36.207,1642,4148,Cibo e bevande,Sardegna,,https://www.panificiobattacone.it
254,Smile Ambiente S.r.l.,36.139,1818,4588,Smaltimento rifiuti & riciclaggio,Toscana,,http://www.smileambiente.it
255,Geatop S.r.l.,36.133,1160,2928,"Servizi professionali, scientifici e tecnici",Piemonte,,https://geatop.it
256,HF S.r.l. (Accaeffe Building Solutions),36.008,1287,3237,Beni immobili,Lombardia,,https://accaeffe.it
257,C.m.c. S.r.l. (CMC Lift),35.985,19444,48894,Macchinari e attrezzature,Puglia,,https://www.cmclift.com
258,E-Globe S.r.l. (Climamarket.it),35.817,6136,15372,E-commerce,Calabria,,https://www.climamarket.it
259,Union Energy Group S.r.l. (UEG),35.528,45133,112353,Energia e servizi pubblici,Lombardia,,n/a
260,Isoltech Soc. Coop.,35.477,1419,3527,Costruzione e ingegneria,Lazio,,https://www.isoltech.info
261,Gruppo Tera S.r.l. (Bakaji),35.266,9581,23713,E-commerce,Campania,,https://www.bakaji.com
262,Nutis S.r.l. (Caffè Barbaro),35.212,3613,8931,Cibo e bevande,Campania,,https://caffebarbaro.it
263,Pharmateam S.r.l. (Pronutrition),34.885,1538,3776,Cibo e bevande,Liguria,,https://www.pronutrition.it
264,Agile Lab S.r.l.,34.837,3075,7537,IT e software,Lombardia,,https://www.agilelab.it
265,Wingeco S.r.l.,34.447,1830,4446,Costruzione e ingegneria,Liguria,,https://wingeco.it
266,Lionard S.p.A. (Lionard Luxury Real Estate),34.361,8918,21632,Beni immobili,Toscana,,https://www.lionard.com
267,MG Project S.r.l.,33.824,3705,8880,Media e telecomunicazioni,Lazio,,https://www.mg-project.com
268,Clariscience S.r.l.,33.804,703,1685,Servizi sanitari e sociali,Lombardia,,https://clariscience.com
269,Con-Tra S.p.A.,33.694,12925,30886,Logistica e trasporto,Campania,,https://www.contra.it
270,Electroelsa S.r.l.,33.604,8003,19086,Macchinari e attrezzature,Toscana,,https://www.electroelsa.com
271,Technocover S.r.l.,33.542,1275,3037,Costruzione e ingegneria,Lombardia,,http://www.technocover.it
272,Qascom S.r.l.,33.418,1824,4333,Aerospaziale e difesa,Veneto,,https://www.qascom.it
273,Laca Trade S.r.l.,33.357,13375,31721,Commercio all'ingrosso,Toscana,,http://www.lacatrade.com
274,Mylav S.r.l.u.,33.268,4104,9713,Servizi sanitari e sociali,Puglia,,https://www.laboratoriolavallonea.net
275,Tecni-Lux S.r.l.,33.197,2693,6364,"Servizi professionali, scientifici e tecnici",Lombardia,,https://www.tecnilux.it
276,Blu Appalti S.r.l.,33.14,1504,3549,Costruzione e ingegneria,Abruzzo,,https://www.bluappalti.it
277,Edilclima S.r.l.,33.028,2289,5388,IT e software,Piemonte,,https://www.edilclima.it
278,Teamservice S.r.l.,32.899,1732,4067,IT e software,Abruzzo,,https://www.tsv.it
279,Koki S.r.l.,32.653,847,1977,Pubblicità e marketing,Friuli-Venezia Giulia,,https://www.kokigroup.it
280,Keytech S.r.l.,32.628,2363,5512,IT e software,Lazio,,https://www.keytech.srl
281,Giopato & Coombes S.r.l,32.555,3030,7056,Arredamento,Veneto,,https://www.giopatocoombes.com
282,K Link S.r.l.,32.486,744,1730,Consulenza gestionale,Campania,,https://www.klinksolutions.it
283,Capelli for You S.r.l.,32.409,1124,2610,Commercio all'ingrosso,Toscana,,https://www.capelliforyou.it
284,Wellynx S.r.l.,32.266,1390,3215,Energia e servizi pubblici,Abruzzo,,https://www.wellynx.com
285,LMG Building S.r.l.,32.235,2444,5651,Costruzione e ingegneria,Lombardia,,n/a
286,Lovemark S.p.A.,32.189,924,2135,Pubblicità e marketing,Emilia-Romagna,,https://www.lvmk.it
287,Maco S.r.l.,32.092,3538,8155,Commercio all'ingrosso,Abruzzo,,http://macosrl.com
288,Over Servizi S.r.l.,32.014,834,1919,"Servizi professionali, scientifici e tecnici",Lazio,,https://www.overservizi.it
289,Jointly - Il Welfare Condiviso S.r.l.,31.971,1654,3802,Consulenza gestionale,Lombardia,,https://www.jointly.pro
290,Compagnia dei Caraibi S.p.A. SB,31.634,18577,42373,Cibo e bevande,Piemonte,,https://www.compagniadeicaraibi.com
291,Ayes S.r.l.,31.604,5146,11729,Consulenza gestionale,Lombardia,,https://www.ayesconsulting.com
292,Adisport S.r.l.,31.578,1284,2926,Costruzione e ingegneria,Piemonte,,https://adisportfloor.it
293,Atika S.r.l.,31.559,7831,17832,Macchinari e attrezzature,Emilia-Romagna,,http://www.atikasrl.it
294,A.M.E.S. S.r.l.,31.55,1021,2325,Costruzione e ingegneria,Sicilia,,https://www.lineavitasutetto.com
295,MPS Monitor S.r.l.,31.362,991,2246,IT e software,Lombardia,,https://www.mpsmonitor.it
296,Mapendo S.r.l.,31.343,1615,3660,IT e software,Emilia-Romagna,,http://mapendo.co
297,HamRadioShop S.r.l.,31.322,826,1871,E-commerce,Lazio,,https://www.hamradioshop.it
298,Pulcranet S.r.l. (Holyart),30.967,6304,14163,E-commerce,Emilia-Romagna,,https://www.holyart.it
299,Eviso S.p.A. (eVISO),30.957,33711,75712,IT e software,Piemonte,,https://eviso.ai
300,Logo S.r.l.,30.847,9195,20599,Produzione industriale,Veneto,,https://www.gruppologo.it
301,TMT International S.r.l. (TMT Tanks & Trailers),30.827,6722,15053,Logistica e trasporto,Marche,,https://www.tmtinternational.it
302,1Sticket S.r.l.,30.472,1533,3404,Tempo libero e divertimento,Emilia-Romagna,,https://1sticket.com
303,Sergio Bassan S.r.l.,30.382,36262,80374,"Agricoltura, silvicoltura e pesca",Veneto,,https://www.bassan.com
304,Future Age S.r.l.,30.341,1065,2359,Consulenza gestionale,Lombardia,,https://www.future-age.eu
305,Relizont S.p.A.,30.29,20049,44342,Servizi per l'impiego,Lombardia,,https://www.relizont.it
306,Air Innovation S.r.l.,30.046,2383,5241,Costruzione e ingegneria,Emilia-Romagna,,https://www.air-innovation.it
307,EvergreenWeb S.r.l.,29.967,4656,10221,E-commerce,Toscana,,https://www.evergreenweb.it
308,Costruzioni F.lli Urso S.r.l.s.,29.927,1095,2403,Costruzione e ingegneria,Lombardia,,n/a
309,Playground S.r.l.,29.845,1483,3247,IT e software,Lombardia,,https://www.playground.it
310,G.Engineering S.r.l.,29.821,9132,19981,Automotive,Piemonte,,https://www.gengineering.net
311,Nicolis Project S.r.l.,29.81,12882,28179,IT e software,Veneto,,https://www.nicolisproject.com
312,FP-Tech S.r.l.,29.757,1042,2277,E-commerce,Sicilia,,https://www.fp-tech.it
313,Redcoil S.r.l. (I Love Riccio),29.705,1539,3358,E-commerce,Lombardia,,https://www.ilovericcio.it
314,Work Secure S.r.l.,29.547,1572,3418,E-commerce,Umbria,,https://www.worksecure.it
315,Esosphera S.r.l.,29.514,1579,3430,IT e software,Veneto,,https://www.esosphera.com
316,Computers parts S.r.l.,29.327,2233,4831,Commercio all'ingrosso,Sicilia,,https://www.computersparts.it
317,Blife S.r.l. (La Boutique del Biologico),29.286,1773,3832,Cibo e bevande,Lazio,,https://www.blifesrl.it
318,Verisure Italy S.r.l.,28.887,62468,133750,"Servizi professionali, scientifici e tecnici",Lazio,,https://www.verisure.it
319,Emilia Foods S.r.l.,28.874,13719,29365,Cibo e bevande,Emilia-Romagna,,https://www.emiliafoods.it
320,Reynaldi S.r.l. SB,28.841,3547,7587,"Prodotti farmaceutici, biotecnologie e scienze della vita",Piemonte,,https://www.reynaldi.it
321,BFP Service S.r.l.,28.784,1677,3582,Costruzione e ingegneria,Puglia,,https://bfpgroup.net
322,Caffeina S.p.A.,28.698,6288,13404,Pubblicità e marketing,Emilia-Romagna,,https://caffeina.com
323,La Saponaria S.r.l.,28.449,2975,6304,"Prodotti farmaceutici, biotecnologie e scienze della vita",Marche,,https://www.lasaponaria.it
324,Mare Gioioso S.r.l. Di Sebastiano,28.19,26804,56464,Cibo e bevande,Puglia,,https://www.maregioioso.it
325,Ristoservice S.r.l.,27.974,5345,11202,Cibo e bevande,Lombardia,,https://www.risto-service.it
326,Technacy S.r.l. (Netmon),27.836,1739,3634,IT e software,Emilia-Romagna,,https://www.technacy.it
327,SpotView S.r.l.,27.73,1259,2624,Pubblicità e marketing,Emilia-Romagna,,https://www.spotview.it
328,Begear S.r.l.,27.69,3205,6673,IT e software,Campania,,https://www.begear.it
329,Idropower S.r.l.,27.686,1157,2409,Macchinari e attrezzature,Veneto,,https://www.idropower.it
330,System Car S.r.l.,27.529,1197,2482,Automotive,Lombardia,,n/a
331,Alpenite S.r.l.,27.508,11746,24352,IT e software,Veneto,,https://www.alpenite.com
332,Power Marine Shipyard S.r.l.,27.323,6062,12513,Costruzione e ingegneria,Toscana,,http://www.powermarine.it
333,PR S.r.l.,27.302,8021,16547,Energia e servizi pubblici,Trentino-Alto Adige,,https://www.prsrl.it
334,MSA S.r.l. (We are MSA),27.16,3051,6274,"Servizi professionali, scientifici e tecnici",Lombardia,,https://wearemsa.it
335,Zifer Italia S.r.l. (Autohome),26.982,5750,11773,Automotive,Lombardia,,https://www.autohome-official.com
336,Jungle S.r.l.,26.971,1160,2374,Pubblicità e marketing,Lombardia,,https://wearejungle.com
337,Advanced Composites Solutions S.r.l. (ACS),26.884,3215,6568,Automotive,Emilia-Romagna,,https://www.acs-carbon.com
338,Farmacia S.Caterina S.r.l.,26.815,37632,76749,"Prodotti farmaceutici, biotecnologie e scienze della vita",Campania,,https://www.docpeter.it
339,Archita Engineering S.r.l.,26.734,1629,3317,Consulenza gestionale,Emilia-Romagna,,https://www.architaengineering.it
340,Guardini S.p.A.,26.72,17710,36037,Vendita al dettaglio,Piemonte,,https://www.guardini.com
341,A.B. Pharm S.r.l.,26.655,2405,4887,"Prodotti farmaceutici, biotecnologie e scienze della vita",Sicilia,,http://abpharm.net
342,Almac S.r.l. (AlmaCrawler),26.647,10666,21667,Macchinari e attrezzature,Emilia-Romagna,,https://www.almac-italia.com
343,Ghilardi Selezioni S.r.l.,26.621,2961,6012,Cibo e bevande,Lombardia,,https://ghilardiselezioni.com
344,Campo d'Oro S.r.l. (Campo d'Oro Made in Sicilia),26.374,3265,6590,Cibo e bevande,Lombardia,,https://www.campodoro.com
345,Fluimac S.r.l.,26.37,3544,7152,Produzione industriale,Lombardia,,https://www.fluimac.com
346,Panorama Films S.r.l.,26.174,22210,44613,Media e telecomunicazioni,Lazio,,https://www.panoramafilms.com
347,Edil San Felice S.p.A.,26.04,13951,27934,Costruzione e ingegneria,Campania,,https://www.edilsanfelice.it
348,C. Costruzioni S.r.l.,26.023,2009,4021,Costruzione e ingegneria,Basilicata,,https://www.ccostruzionisrl.it
349,Eagleprojects S.p.A.,26.002,11058,22122,Media e telecomunicazioni,Umbria,,https://www.eagleprojects.it
350,Decor Leader S.r.l.,25.999,3003,6006,Produzione industriale,Marche,,http://www.decorleader.it
351,Joker Imballaggi S.r.l.,25.98,1491,2981,Produzione industriale,Puglia,,https://jokerimballaggi.it
352,Dr. Vranjes Firenze S.p.A.,25.941,14407,28779,E-commerce,Toscana,,https://drvranjes.it
353,RGM Commerciale S.r.l.,25.857,2036,4059,Macchinari e attrezzature,Emilia-Romagna,,https://www.rgmcommerciale.it
354,Galaxy ElettroImpianti S.r.l.,25.795,1936,3853,Costruzione e ingegneria,Lombardia,,http://www.galaxyimpianti.it
355,Piramis S.r.l.,25.749,18568,36922,Media e telecomunicazioni,Lombardia,,https://www.piramisgroup.com
356,Aferetica S.r.l.,25.738,3183,6328,"Prodotti farmaceutici, biotecnologie e scienze della vita",Emilia-Romagna,,https://www.aferetica.com
357,Nova Cartotecnica Roberto S.r.l.,25.686,2084,4138,Produzione industriale,Abruzzo,,https://novacartotecnicaroberto.it
358,Tradeco S.r.l.,25.601,3571,7076,Macchinari e attrezzature,Emilia-Romagna,,https://www.tradeco-srl.it
359,Mazzoni Etech S.r.l.,25.517,1713,3386,Produzione industriale,Lombardia,,https://www.m-etech.eu
360,Domino Creations S.r.l. (PMJ),25.501,1912,3779,Abbigliamento e moda,Marche,,https://www.pmj.it
361,Family Nation S.r.l. SB,25.247,3095,6081,E-commerce,Toscana,,https://www.family-nation.it
362,Benjamins S.r.l.,25.21,2211,4341,Abbigliamento e moda,Lombardia,,https://www.benjamins.it
363,Euroflex S.p.A.,25.176,41252,80912,Produzione industriale,Campania,,https://www.euroflexspa.it
364,IWE S.r.l. (IWE Industrial Water Evaporators),24.921,2879,5612,Macchinari e attrezzature,Lombardia,,https://www.iwe-evaporators.com
365,Business Changers S.r.l.,24.831,1919,3732,IT e software,Lazio,,https://www.business-changers.it
366,General Service S.r.l. (GiesseCisterne),24.755,3177,6169,Macchinari e attrezzature,Campania,,https://www.general-service.eu
367,Nice Footwear S.p.A.,24.736,12208,23692,Abbigliamento e moda,Lombardia,,https://www.nicefootwear.it
368,Assitech S.r.l.,24.721,2466,4783,Energia e servizi pubblici,Veneto,,https://www.assi.tech
369,Tenda Sistem S.r.l.,24.615,5441,10530,Costruzione e ingegneria,Puglia,,https://www.tendasistem.it
370,Proteko S.p.A.,24.551,3603,6962,"Servizi professionali, scientifici e tecnici",Veneto,,https://www.proteko.it
371,Iungo S.p.A.,24.494,1961,3784,IT e software,Emilia-Romagna,,https://www.iungo.com
372,LSG - Logistic & Service Group S.r.l.,24.443,5871,11315,Logistica e trasporto,Toscana,,https://gruppolsg.it
373,Omnia Retail S.r.l. (Wheelup),24.442,13792,26579,Vendita al dettaglio,Lombardia,,https://www.wheelup.it
374,Filva S.r.l.,24.417,3835,7385,Costruzione e ingegneria,Lombardia,,https://www.filvasrl.it
375,Publifarm S.p.A. SB,24.006,1090,2079,Pubblicità e marketing,Lombardia,,https://publifarm.it
376,We Exhibit S.r.l.,23.901,1643,3126,Tempo libero e divertimento,Veneto,,https://www.weexhibit.biz
377,Vanita Docce S.r.l.,23.817,5976,11344,Arredamento,Veneto,,https://www.vanitadocce.com
378,Icaro S.r.l. (Istituto Nobile Aviation College),23.802,1573,2986,Formazione,Lazio,,https://nobile.edu.it
379,Mind The Value S.r.l.,23.801,4093,7767,Consulenza gestionale,Lombardia,,https://www.mindthevalue.com
380,A.D.I. Car S.r.l.s.,23.745,3238,6135,Automotive,Piemonte,,https://www.adicarauto.com
381,IQM selezione S.r.l.,23.646,1524,2880,Servizi per l'impiego,Lombardia,,https://www.iqmselezione.it
382,Le Delizie del Sud S.r.l.,23.551,28933,54569,Cibo e bevande,Campania,,https://ledeliziedelsud.it
383,KanbanBOX S.r.l.,23.543,968,1825,IT e software,Veneto,,https://www.kanbanbox.com
384,Soluzioni Prodotti Sistemi S.r.l.,23.519,4898,9231,IT e software,Lazio,,https://www.spsistemi.net
385,Kask S.p.A.,23.492,34442,64866,Commercio all'ingrosso,Lombardia,,https://www.kask.com
386,F.I.S. S.p.A.,23.47,12442,23420,Costruzione e ingegneria,Lombardia,,https://www.fisimpianti.eu
387,Il Cantiere Costruzioni S.r.l.,23.393,2881,5412,Costruzione e ingegneria,Emilia-Romagna,,https://www.ilcantierecostruzioni.com
388,Deltha Pharma S.r.l.,23.31,824,1545,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lazio,,https://www.delthapharma.com
389,Glamora S.r.l.,23.222,4557,8526,Arredamento,Emilia-Romagna,,https://glamora.it
390,Cimolai Technology S.p.A.,23.038,30729,57236,Produzione industriale,Veneto,,https://www.cimolaitechnology.com
391,Alias Group (Alias Digital),22.932,2715,5044,IT e software,Abruzzo,,https://aliasdigital.it
392,Deghi S.p.A.,22.925,31421,58364,E-commerce,Puglia,,https://www.deghi.it
393,Tera Automation S.r.l.,22.866,2864,5313,Produzione industriale,Toscana,,https://www.tera-automation.com
394,Kwantis S.r.l.,22.853,1101,2041,IT e software,Lombardia,,https://kwantis.com
395,Bomax S.r.l.,22.832,34068,63137,Commercio all'ingrosso,Lombardia,,https://www.bomax.it
396,Fratelli Arena S.r.l. (Decò),22.772,508746,941473,Vendita al dettaglio,Sicilia,,https://www.gruppoarena.it
397,Digital Angels S.r.l. a socio unico,22.525,4829,8882,Pubblicità e marketing,Lazio,,https://digitalangels.com
398,"Mack & Schuhle Italia S.p.A. (Zardetto, 90Ceppi)",22.312,37570,68747,Cibo e bevande,Puglia,,http://latentiawinery.com
399,Superior S.r.l.,22.307,2991,5472,Commercio all'ingrosso,Lazio,,https://superior-electronics.com
400,Comal S.p.A.,22.3,20351,37228,Energia e servizi pubblici,Lazio,,https://www.comalgroup.com
401,Pilastro S.r.l.,22.299,2126,3889,Logistica e trasporto,Lazio,,n/a
402,Valeo Studio S.r.l. (valeo.it),22.299,1149,2102,Pubblicità e marketing,Lombardia,,https://www.valeo.it
403,Ferrutensile S.p.A.,22.125,5841,10638,Commercio all'ingrosso,Emilia-Romagna,,https://www.ferrutensile.it
404,Pink Frogs S.r.l.,22.061,5975,10866,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,,https://pinkfrogs.it
405,Acetificio Andrea Milano,21.932,7308,13249,Cibo e bevande,Campania,,https://www.acetomilano.it
406,S2E Sprint S.r.l. (S2E Solutions2Enterprises),21.813,14141,25561,IT e software,Lombardia,,https://solutions2enterprises.com
407,Bos Italy S.r.l.,21.729,1372,2475,"Servizi professionali, scientifici e tecnici",Veneto,,http://www.borinatosecurity.it
408,We-Unit Group S.p.A.,21.696,9730,17537,"Fintech, servizi finanziari e assicurazioni",Liguria,,https://www.weunit.it
409,Lorusso Arredamenti S.r.l.,21.646,2491,4485,Vendita al dettaglio,Puglia,,https://www.lorussoarredamenti.com
410,Damiano Latini S.r.l.,21.569,2497,4487,Arredamento,Marche,,https://damianolatini.it
411,Reinagreen Italia S.r.l.,21.533,1332,2391,Cibo e bevande,Veneto,,https://reinagreenitalia.it
412,Blackship S.r.l.,21.5,995,1784,Consulenza gestionale,Lombardia,,https://www.blackship.it
413,Trime S.r.l.,21.243,44637,79555,Produzione industriale,Lombardia,,https://trime.it
414,P. Petroli S.r.l.,21.215,69918,124527,Energia e servizi pubblici,Campania,,https://www.petronepetroli.it
415,Citel Group S.r.l.,21.192,7647,13613,IT e software,Campania,,https://www.citelgroup.it
416,Tecnimed S.r.l.,21.123,1565,2780,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,,https://www.tecnimed.it
417,Labrenta S.r.l.,21.121,9174,16302,Commercio all'ingrosso,Veneto,,https://labrenta.com
418,Eelectron S.p.A.,21.12,5270,9365,IT e software,Lombardia,,https://www.eelectron.com
419,Gima S.p.A.,20.991,41083,72766,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,,https://www.gimaitaly.com
420,Volo.com S.r.l.,20.922,2352,4158,IT e software,Lombardia,,https://www.volocom.it
421,C.D. S.r.l. (Componenti Digitali),20.901,2020,3570,Commercio all'ingrosso,Campania,,https://www.componentidigitali.com
422,Fashion Commerce S.r.l. (Konte.design),20.88,1397,2467,E-commerce,Toscana,,https://www.kontedesign.com
423,Florenradica S.r.l.,20.852,1797,3172,Abbigliamento e moda,Toscana,,https://www.florenradica.it
424,Bio Clima Service S.r.l.,20.728,1165,2050,"Servizi professionali, scientifici e tecnici",Lombardia,,https://www.bioclimaservice.it
425,Materia Prima S.r.l.,20.727,4058,7141,Pubblicità e marketing,Lombardia,,https://materia1a.it
426,Fossati Serramenti S.r.l.,20.721,24670,43403,Costruzione e ingegneria,Emilia-Romagna,,https://www.fossatiserramenti.it
427,Bylogix S.r.l.,20.698,1506,2649,Automotive,Lazio,,https://www.bylogix.it
428,Eurofides S.r.l.,20.629,5403,9483,E-commerce,Lazio,,https://www.eurofides.com
429,Valore S.p.A.,20.626,4295,7539,"Servizi professionali, scientifici e tecnici",Veneto,,https://www.valorespa.it
430,Castellani.it S.r.l.,20.583,2847,4992,E-commerce,Toscana,,https://www.castellanishop.it
431,Sourcesense,20.45,12132,21201,IT e software,Lazio,,https://www.sourcesense.com
432,NWG Energia S.p.A. SB,20.396,71598,124951,Energia e servizi pubblici,Toscana,,https://www.nwgenergia.it
433,Crea 3D S.r.l.,20.305,2196,3824,Produzione industriale,Puglia,,https://www.crea3d.com
434,Zinox Laser S.r.l.,20.248,5215,9068,Arredamento,Piemonte,,https://www.zinoxlaser.it
435,Cela S.r.l.,20.227,19231,33420,Macchinari e attrezzature,Piemonte,,https://www.cela.it
436,Trapizzino S.r.l.,20.225,4912,8536,Cibo e bevande,Lazio,,https://www.trapizzino.it
437,Maglificio Angorelle S.r.l. (Dalle Piane Cashmere),20.171,1564,2714,Abbigliamento e moda,Toscana,,https://www.dallepianecashmere.it
438,Azerouno S.r.l.,20.117,1859,3222,IT e software,Piemonte,,https://azerouno.it
439,Dominoni S.r.l.,20.1,8748,15155,"Agricoltura, silvicoltura e pesca",Lombardia,,https://www.dominoni.com
440,Egomnia S.r.l.,20.071,1268,2195,IT e software,Lazio,,https://www.egomnia.com
441,Maka S.r.l. (Maka Language Consulting),20.052,1242,2149,Pubblicità e marketing,Lombardia,,https://www.makaitalia.com
442,Targa Telematics S.p.A.,20.027,25623,44306,IT e software,Veneto,,https://www.targatelematics.com
443,Trade Lux Italia S.r.l. (Tluxy),19.997,3579,6184,E-commerce,Campania,,https://tluxy.it
444,Cooperativa Facchini Mercato Ortofrutticolo Soc. Coop. (CFMO),19.974,11422,19725,Logistica e trasporto,Lombardia,,https://www.cfmo.it
445,Intent S.p.A.,19.859,3809,6559,IT e software,Lazio,,https://www.gruppointent.com
446,Pezzilli & Company S.r.l. a socio unico,19.741,1428,2451,Consulenza gestionale,Lazio,,https://pezzilli.com
447,Webformat S.r.l.,19.676,1752,3003,IT e software,Friuli-Venezia Giulia,,https://www.webformat.com
448,Messersì S.p.A.,19.67,19220,32940,Macchinari e attrezzature,Marche,,https://www.messersi.it
449,Tempi Moderni S.p.A.,19.598,26578,45468,Servizi per l'impiego,Veneto,,https://www.tempimodernilavoro.com
450,Strategic Management Partners S.r.l.,19.506,5385,9192,Consulenza gestionale,Lombardia,,https://www.strategicmp.it
451,Kosmosol S.r.l. (5stelle*),19.502,1497,2554,IT e software,Emilia-Romagna,,https://www.hotelcinquestelle.cloud
452,Dolly Noire S.r.l.,19.433,2914,4964,Abbigliamento e moda,Lombardia,,https://www.dollynoire.com
453,Partners4Innovation S.r.l.,19.308,7544,12811,Consulenza gestionale,Lombardia,,https://www.digital360.it
454,Pasquarelli Auto S.p.A.,19.17,113501,192089,Automotive,Abruzzo,,https://www.pasquarelliauto.it
455,Elettro A.M. S.a.s. Ardian Mezini & Co,19.06,1101,1859,Produzione industriale,Trentino-Alto Adige,,http://www.elettroam.it
456,Utopia Lab S.r.l.,19.008,3017,5085,Pubblicità e marketing,Lazio,,https://www.utopialab.it
457,Webranking S.r.l.,18.904,18174,30552,Pubblicità e marketing,Emilia-Romagna,,https://webranking.it
458,Technonicol Italia S.r.l. (Italiana Membrane),18.858,20992,35249,Prodotti chimici,Friuli-Venezia Giulia,,http://www.technonicol.it
459,MyFamily S.r.l.,18.839,9040,15172,E-commerce,Piemonte,,https://www.myfamily.it
460,Tecnosystemi S.p.A. SB,18.689,23020,38490,Produzione industriale,Veneto,,https://www.tecnosystemi.com
461,OP Primo sole Soc. Cons. Agr. a r.l.,18.651,6069,10137,"Agricoltura, silvicoltura e pesca",Basilicata,,https://primosoleortofrutta.com
462,Laborplast S.p.A.,18.344,11041,18300,Produzione industriale,Lombardia,,https://laborplast.net
463,Service Vill S.n.c.,18.306,1284,2126,Logistica e trasporto,Lombardia,,https://www.servicevill.com
464,Monge &C S.p.A.,18.303,225747,373781,Vendita al dettaglio,Piemonte,,https://www.monge.it
465,Iconsulting S.p.A.,18.248,19494,32231,IT e software,Emilia-Romagna,,https://www.iconsulting.biz
466,Consecution S.r.l.,18.141,4238,6989,Automotive,Lombardia,,https://www.consecutiongroup.com
467,Trilab S.r.l.,18.003,11341,18635,E-commerce,Veneto,,https://www.trilab.it
468,Rebecca S.r.l. (Mobili Rebecca),17.932,3590,5888,E-commerce,Marche,,https://www.mobilirebecca.it
469,Consorzio Nazionale Qualità S.c.r.l.,17.861,1447,2369,"Servizi professionali, scientifici e tecnici",Lombardia,,https://www.consorzionazionalequalita.org
470,Impresa Tessile S.p.A.,17.816,2299,3759,Abbigliamento e moda,Lombardia,,https://impresatessile.com
471,Lombardini22 S.p.A. (L22),17.625,15095,24567,Costruzione e ingegneria,Lombardia,,https://www.lombardini22.com
472,Costruzioni Metalliche Muttin S.r.l.,17.616,4440,7224,Costruzione e ingegneria,Veneto,,http://www.muttin.com
473,MECS S.n.c.,17.5,1096,1778,Macchinari e attrezzature,Piemonte,,https://www.mecs-meccanicadp.it
474,OY International S.r.l. (Oceanis Yachts),17.489,2112,3425,Tempo libero e divertimento,Liguria,,https://oceanis.it
475,Magnetic Media Network S.p.A. (MMN),17.438,32545,52713,IT e software,Lombardia,,https://www.mmn.it
476,Energo Logistic S.p.A.,17.389,12210,19752,Logistica e trasporto,Emilia-Romagna,,https://www.energologistic.it
477,Fairmat S.r.l.,17.316,3533,5705,"Fintech, servizi finanziari e assicurazioni",Veneto,,https://www.fairmat.com
478,Asterix S.r.l.,17.312,6789,10961,"Servizi professionali, scientifici e tecnici",Emilia-Romagna,,https://www.asterixsrl.it
479,Agaton S.r.l.,17.085,3521,5651,"Prodotti farmaceutici, biotecnologie e scienze della vita",Campania,,https://www.agaton.info
480,Gruppo Ingegneria S.r.l. SB,17.031,1932,3097,Costruzione e ingegneria,Emilia-Romagna,,https://gruppoingegneria.it
481,Granchi S.r.l.,16.864,8519,13598,Costruzione e ingegneria,Toscana,,http://www.gruppogranchi.it
482,Società e Salute S.p.A. (Santagostino),16.673,30781,48887,Servizi sanitari e sociali,Lombardia,,https://www.santagostino.it
483,Assist Digital S.p.A.,16.664,83406,132439,IT e software,Lombardia,,https://www.assistdigital.com
484,Vetri S.r.l.,16.516,2564,4056,Commercio all'ingrosso,Sicilia,,https://www.vetrilibri.it
485,DGS S.r.l.,16.363,2372,3738,Produzione industriale,Lombardia,,https://dgs-srl.it
486,Alba S.r.l.,16.359,2423,3818,Energia e servizi pubblici,Veneto,,https://www.albaimpianti.it
487,Upline S.r.l.,16.207,1975,3100,"Servizi professionali, scientifici e tecnici",Lombardia,,https://www.up-line.it
488,Dal Prete Engineering S.r.l. a socio unico,16.067,1045,1635,Produzione industriale,Veneto,,https://www.dalprete.com
489,Tecnovati Com S.r.l.,16.034,1565,2444,Produzione industriale,Toscana,,https://tecnovati.it
490,Informatica EDP S.r.l.,15.994,1924,3003,IT e software,Piemonte,,https://www.informaticaedp.com
491,G.T.R. Car Service S.r.l.,15.977,8337,13006,Automotive,Lombardia,,https://gtrcarservice.com
492,Energia&Progetti S.r.l. (CO2save),15.943,1503,2343,Energia e servizi pubblici,Lombardia,,https://www.co2save.it
493,Kolinpharma S.p.A.,15.933,7170,11173,"Prodotti farmaceutici, biotecnologie e scienze della vita",Lombardia,,https://www.kolinpharma.com
494,Motorsclub S.r.l.,15.898,45535,70889,Automotive,Emilia-Romagna,,https://www.motorsclub.com
495,Antreem S.r.l.,15.744,2106,3266,IT e software,Emilia-Romagna,,https://antreem.com
496,Moveo Servizi Soc. Cons. a r. l.,15.638,3087,4774,IT e software,Lombardia,,http://www.movelog.it
497,Cookies Factory S.r.l.,15.56,4998,7714,Pubblicità e marketing,Lazio,,https://www.cookies.digital
498,GMA Coop. Soc.,15.452,3447,5304,Servizi sanitari e sociali,Lazio,,https://www.gmagroup.eu
499,Advice Group S.p.A.,15.288,4619,7078,Pubblicità e marketing,Piemonte,,https://advicegroup.it
500,LVenture Group S.p.A.,15.258,3440,5267,"Fintech, servizi finanziari e assicurazioni",Lazio,,https://www.lventuregroup.com
