RANK,AZIENDA,TASSO DI CRESCITA,RICAVI 2014,RICAVI 2017,SETTORE,REGIONE,PRESENZE,SITO WEB
267,Dolce Milano S.r.l.,26.572,6363,12903,Alimentari & bevande,Lombardia,,www.dolcemilano.eu
268,Lombarda Parking S.r.l.,26.564,876,1776,Trasporti & logistica,Lombardia,,www.lombardaparking.it
269,Isolfin S.p.A.,26.449,20227,40895,Costruzioni & impiantistica,Lazio,,www.isolfin.it
270,Areariscossioni S.r.l.,26.384,4811,9713,Servizi finanziari,Piemonte,,www.areariscossioni.eu
271,Sicav S.r.l.,26.351,3680,7423,Prodotti industriali,Piemonte,,www.sicav.to.it
272,Termotecnica Cavatton S.r.l.,26.147,1596,3204,Costruzioni & impiantistica,Lazio,,www.cavatton.com
273,Gruppo Peroni Eventi,26.089,4431,8883,Viaggi & tempo libero,Lazio,,www.gruppoperonieventi.it
274,Maiora S.r.l.,26.066,284501,570004,Vendita al dettaglio & all'ingrosso,Puglia,,www.maiora.com
275,Pesci Combattenti S.r.l.,25.908,991,1978,Media,Lazio,,www.pescicombattenti.it
276,Beantech S.r.l.,25.098,3758,7358,Tecnologia,Friuli Venezia Giulia,,www.beantech.it
277,T.O.P. S.r.l.,25.04,2587,5058,Prodotti industriali,Lombardia,,www.t-o-p.it
278,Tgroup S.p.A.,25.036,10861,21231,Trasporti & logistica,Campania,,www.tgroupspa.com
279,Dea S.r.l.,24.997,2219,4334,Prodotti industriali,Emilia Romagna,,www.deaworklab.it
280,Superior S.r.l.,24.775,1356,2634,Tecnologia,Lazio,,www.superior-electronics.com
281,Arancia-Ict S.r.l.,24.655,1000,1937,Tecnologia,Sicilia,,www.arancia-ict.it
282,Castelli Costruzioni S.r.l.,24.516,1088,2100,Costruzioni & impiantistica,Lombardia,,www.castellicostruzioni.it
283,Kalpa S.r.l.,24.504,1440,2779,Tecnologia,Lombardia,,www.kalpa.it
284,Società Italiana Tecnologia Industria Metalmeccanica S.r.l.,24.352,2168,4170,Prodotti industriali,Lazio,,www.amministrazione@sitimsrl.com
285,Permare S.r.l.,23.888,8376,15926,Prodotti industriali,Liguria,,www.gruppopermare.it
286,Martingale Risk Italia S.r.l.,23.836,1157,2196,Servizi finanziari,Lazio,,www.martingalerisk.com
287,F.A.C.I.B. Di Cortesi & C. S.p.A.,23.689,7022,13287,Moda,Lombardia,,www.facib.it
288,Bio Nocciola S.r.l.,22.977,34578,64309,Alimentari & bevande,Lazio,,www.bionocciola.it
289,Zare S.r.l.,22.597,2008,3700,Prodotti industriali,Emilia Romagna,,www.zare.it
290,De Bona Venezia S.r.l.,21.95,32165,58336,Automobili,Veneto,,www.debona.it
291,Quattroterzi S.r.l.,21.83,936,1692,Media,Lombardia,,www.quattroterzi.eu
292,Sicilvision S.r.l.,21.383,3842,6872,Viaggi & tempo libero,Sicilia,,www.sicilvision.it
293,Lab ID S.r.l.,21.365,7392,13214,Tecnologia,Lombardia,,www.lab-id.com
294,Far S.r.l.,21.269,1514,2701,Telecomunicazioni,Campania,,www.farsrlitaly.com
295,Le Ferre S.r.l.,21.208,1511,2690,Alimentari & bevande,Puglia,,www.olioleferre.it
296,Benjamins S.r.l.,20.727,1103,1942,Tecnologia,Lombardia,,www.benjamins.it
297,Sfascionable S.r.l.,20.705,1968,3462,Moda,Lombardia,,n/a
298,Greenproject Italia S.r.l.,20.617,1807,3171,Bellezza & igiene,Veneto,,www.greenprojectitalia.it
299,Sadas S.r.l.,20.226,1514,2631,Tecnologia,Campania,,www.sadasdb.com
300,Deflomas Eyewear S.r.l.,19.222,1484,2515,Moda,Lazio,,www.deflomas.com
301,Euronummus S.p.A.,18.688,3042,5086,Metalli preziosi,Lombardia,,www.euronummus.it
302,Mespic S.r.l.,18.569,6691,11153,Prodotti industriali,Emilia Romagna,,www.mespic.it
303,Nsa S.p.A.,18.514,10729,17859,Servizi finanziari,Lombardia,,www.grupponsa.it
304,Finlogic S.p.A.,18.344,12908,21395,Prodotti industriali,Lombardia,,www.finlogic.it
305,Lenovys,18.305,2352,3895,Consulenza aziendale,Toscana,,www.lenovys.com
306,Cantina Sociale Montelliana E Dei Colli Asolani S.C.A.,17.929,18403,30182,Prodotti agricoli,Veneto,,www.montelliana.it
307,Al.Mec S.r.l.,17.848,1442,2360,Prodotti industriali,Piemonte,,www.almec.net
308,B-Italian S.r.l.,17.748,3292,5375,Viaggi & tempo libero,Trentino Alto Adige,,www.b-italian.it
309,Bs Business Strategies S.r.l.,17.606,1502,2444,Consulenza aziendale,Toscana,,www.bsnstrategies.com
310,L. Transport S.p.A.,17.6,8687,14128,Trasporti & logistica,Abruzzo,,www.ltransport.it
311,Viaggigiovani.It S.r.l.,17.474,3036,4922,Viaggi & tempo libero,Trentino Alto Adige,,www.viaggigiovani.it
312,Fortek S.r.l.,17.229,3075,4954,Prodotti industriali,Marche,,www.forteksrl.com
313,Arpitel S.r.l.,17.144,969,1558,Telecomunicazioni,Puglia,,www.arpitel.it
314,Nsi Nier Soluzioni Informatiche S.r.l.,17.042,3213,5151,Tecnologia,Emilia Romagna,,www.nsi-online.it
315,Aurora S.r.l.,17.005,3106,4975,Beni personali,Campania,,www.aurorapen.it
316,B&V Holding S.p.A.,16.977,67131,107454,Trasporti & logistica,Lombardia,,www.brivioevigano.it
317,Andrea Paternostro Gioielliere,16.568,4354,6897,Vendita al dettaglio & all'ingrosso,Lombardia,,www.andreapaternostro.it
318,Mistral S.p.A.,16.431,4642,7327,Chimica,Emilia Romagna,,www.mistralsrl.net
319,Sama Marketing E Produzione S.r.l.,16.191,7622,11955,Smaltimento rifiuti & riciclaggio,Lazio,,www.samagroup.it
320,Sistec S.r.l.,16.131,3482,5454,Tecnologia,Friuli Venezia Giulia,,www.sistec-pn.it
321,Ceit S.p.A.,16.096,130286,203869,Telecomunicazioni,Abruzzo,,www.ceitnet.it
322,Consorzio Intrasecur Group,15.643,2527,3908,Consulenza aziendale,Lazio,,www.intrasecurgroup.eu
323,Tallone Sport S.r.l.,15.604,1099,1698,Vendita al dettaglio & all'ingrosso,Piemonte,,www.tallonesport.com
324,Capri S.r.l.,14.948,190643,289554,Moda,Campania,,www.gutteridge.com
325,Roc S.r.l.,14.935,6939,10535,Prodotti industriali,Emilia Romagna,,www.roc.ag
326,Cs Stampi S.r.l.,14.843,8179,12388,Prodotti industriali,Veneto,,www.csstampi.com
327,Vi.V.O. Cantine S.A.C.,14.641,34045,51294,Alimentari & bevande,Veneto,,www.vivocantine.it
328,A Zeta Filati S.r.l.,14.447,5384,8071,Prodotti industriali,Toscana,,www.azetafilati.it
329,MAILUP Group,14.3066,17701,26437,Pubblicità & marketing,Lombardia,,www.mailup.com
330,Comal Impianti S.r.l.,14.016,4615,6840,Energia,Lazio,,www.comalgroup.com
331,Fope S.p.A.,14.014,18910,28026,Metalli preziosi,Veneto,,www.fope.com
332,Caravan Center Modena S.r.l.,14.008,11099,16448,Automobili,Emilia Romagna,,www.camperis.it
333,Mecad S.r.l.,13.364,2504,3648,Arredamento,Marche,,www.mecad.eu
334,Eagle & Wise Service S.p.A.,13.241,4587,6661,Servizi finanziari,Lombardia,,www.eaglewise.it
335,Co.Fer Di Nino Rossi,12.84,2414,3468,Prodotti industriali,Calabria,,www.coferdininorossi.it
336,Ro&Co S.P.A,12.796,4034,5790,Prodotti industriali,Emilia Romagna,,www.worky-italy.com
337,Imprendiroma S.r.l.,12.733,1794,2570,Costruzioni & impiantistica,Lazio,,www.imprendiroma.it
338,Certilogo S.p.A.,12.727,1662,2381,Tecnologia,Lombardia,,www.certilogo.com
339,Progeco Engineering Service S.r.l. (P.E.S. S.r.l.),12.549,7545,10757,Energia,Toscana,,www.pes-srl.net
340,Bio Basic Europe S.r.l.,12.359,2515,3568,Servizi generali,Lombardia,,www.biobasiceurope.it
341,Galleria Carlo Virgilio & C.,11.87,1255,1757,Architettura,Lazio,,www.carlovirgilio.it
342,Opacmare S.r.l.,11.797,21617,30206,Prodotti industriali,Piemonte,,www.opacmare.com
343,Disc To Disc Productions S.r.l.,11.751,1641,2290,Media,Lombardia,,www.disctodisc.it
344,Celte,11.655,7179,9993,Tecnologia,Lombardia,,www.celte-srl.com
345,Advice Group S.p.A.,11.58,2420,3362,Pubblicità & marketing,Piemonte,,www.advicegroup.it
346,Napolitano Case S.r.l. Unip.,11.4,1384,1914,Immobiliare,Campania,,www.napolitanocase.it
347,Somec S.p.A.,11.235,39361,54174,Prodotti industriali,Veneto,,www.somecgroup.com
348,April S.r.l.,10.621,1477,1999,Pubblicità & marketing,Lombardia,,www.april.studio
349,Ferper Springs S.r.l.,10.528,5693,7687,Prodotti industriali,Lombardia,,www.ferper.it
350,Tb Marmi S.r.l.,10.406,1783,2400,Prodotti industriali,Marche,,www.tbmarmi.it
